SDD;EDN;SDD_num;EDN_num
Dyspnée;Dyspnée aiguë et chronique;162;203
Dyspnée;Insuffisance respiratoire chronique;162;208
Dyspnée;Bronchopneumopathie chronique obstructive chez l'adulte;162;209
Dyspnée;Pneumopathie interstitielle diffuse;162;210
Dyspnée;Électrocardiogramme : indications et interprétations;162;231
Dyspnée;Insuffisance cardiaque de l'adulte;162;234
Dyspnée;Œdèmes des membres inférieurs localisés ou généralisés;162;257
Dyspnée;Troubles de l'équilibre acido-basique et désordres hydro-électrolytiques;162;267
Dyspnée;Syndromes coronariens aigus;162;339
Dyspnée;Pneumothorax;162;360
Découverte d'anomalies à l'auscultation cardiaque;Surveillance des porteurs de prothèses valvulaires;18;153
Découverte d'anomalies à l'auscultation cardiaque;Douleur thoracique aiguë;18;230
Découverte d'anomalies à l'auscultation cardiaque;Fibrillation atriale;18;232
Découverte d'anomalies à l'auscultation cardiaque;Valvulopathies;18;233
Découverte d'anomalies à l'auscultation cardiaque;Insuffisance cardiaque de l'adulte;18;234
Découverte d'anomalies à l'auscultation cardiaque;Péricardite aiguë;18;235
Découverte d'anomalies à l'auscultation cardiaque;Troubles de la conduction intracardiaque;18;236
Découverte d'anomalies à l'auscultation cardiaque;Palpitations;18;237
Découverte d'anomalies à l'auscultation cardiaque;Souffle cardiaque chez l'enfant;18;238
Découverte d'anomalies à l'auscultation pulmonaire;Spécificités des maladies génétiques. (voir item 9);20;45
Découverte d'anomalies à l'auscultation pulmonaire;Infections broncho pulmonaires communautaires de l'adulte et de l'enfant;20;154
Découverte d'anomalies à l'auscultation pulmonaire;Dyspnée aiguë et chronique;20;203
Découverte d'anomalies à l'auscultation pulmonaire;Toux chez l'enfant et chez l'adulte (avec le traitement);20;204
Découverte d'anomalies à l'auscultation pulmonaire;Hémoptysie;20;205
Découverte d'anomalies à l'auscultation pulmonaire;Épanchement pleural liquidien;20;206
Découverte d'anomalies à l'auscultation pulmonaire;Insuffisance respiratoire chronique;20;208
Découverte d'anomalies à l'auscultation pulmonaire;Bronchopneumopathie chronique obstructive chez l'adulte;20;209
Découverte d'anomalies à l'auscultation pulmonaire;Pneumopathie interstitielle diffuse;20;210
Découverte d'anomalies à l'auscultation pulmonaire;Sarcoïdose;20;211
Découverte d'anomalies à l'auscultation pulmonaire;Douleur thoracique aiguë;20;230
Découverte d'anomalies à l'auscultation pulmonaire;Insuffisance cardiaque de l'adulte;20;234
Découverte d'anomalies à l'auscultation pulmonaire;Détresse et insuffisance respiratoire aigüe du nourrisson, de l'enfant et de l'adulte;20;359
Découverte d'anomalies à l'auscultation pulmonaire;Pneumothorax;20;360
Découverte d'un aléa thérapeutique ou d'une erreur médicale;La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale;331;1
Découverte d'un aléa thérapeutique ou d'une erreur médicale;Qualité et sécurité des soins. La sécurité du patient. La gestion des risques. Les événements indésirables associés aux soins (EIAS). Démarche qualité et évaluation des pratiques professionnelles;331;4
Découverte d'un aléa thérapeutique ou d'une erreur médicale;"Responsabilités médicale pénale, civile, administrative et disciplinaire. La gestion des erreurs et des plaintes ; l'aléa thérapeutique";331;5
Découverte d'un aléa thérapeutique ou d'une erreur médicale;Les droits individuels et collectifs du patient;331;7
Découverte d'un aléa thérapeutique ou d'une erreur médicale;Principe du bon usage du médicament et des thérapeutiques non médicamenteuses;331;321
Découverte d'un souffle vasculaire;Addiction au tabac;19;75
Découverte d'un souffle vasculaire;Addiction au cannabis, à la cocaïne, aux amphétamines, aux opiacés, aux drogues de synthèse. (voir item 322);19;78
Découverte d'un souffle vasculaire;Déficit neurologique récent. (voir item 340);19;91
Découverte d'un souffle vasculaire;Déficit moteur et/ou sensitif des membres;19;92
Découverte d'un souffle vasculaire;Troubles de la marche et de l'équilibre;19;109
Découverte d'un souffle vasculaire;Hémangiomes et malformations vasculaires cutanées;19;113
Découverte d'un souffle vasculaire;Trouble de l'érection;19;126
Découverte d'un souffle vasculaire;Connaître les principaux types de vascularite systémique, les organes cibles, les outils diagnostiques et les moyens thérapeutiques;19;193
Découverte d'un souffle vasculaire;Athérome : épidémiologie et physiopathologie. Le malade poly-athéromateux;19;221
Découverte d'un souffle vasculaire;Hypertension artérielle de l'adulte et de l'enfant;19;224
Découverte d'un souffle vasculaire;"Artériopathie de l'aorte, des artères viscérales et des membres inférieurs ; anévrysmes";19;225
Découverte d'un souffle vasculaire;Fibrillation atriale;19;232
Découverte d'un souffle vasculaire;Acrosyndromes (phénomène de Raynaud, érythermalgie, acrocyanose, engelures, ischémie digitale);19;239
Découverte d'une anomalie abdominale à l'examen d'imagerie médicale;Douleurs abdominales aiguës chez l'enfant et chez l'adulte;224;269
Découverte d'une anomalie abdominale à l'examen d'imagerie médicale;Hépatomégalie et masse abdominale;224;276
Découverte d'une anomalie abdominale à l'examen d'imagerie médicale;Lithiase biliaire et complications;224;277
Découverte d'une anomalie abdominale à l'examen d'imagerie médicale;Pancréatite chronique;224;281
Découverte d'une anomalie abdominale à l'examen d'imagerie médicale;Tumeurs du colon et du rectum;224;301
Découverte d'une anomalie abdominale à l'examen d'imagerie médicale;Tumeurs de l'estomac;224;303
Découverte d'une anomalie abdominale à l'examen d'imagerie médicale;Tumeurs du foie, primitives et secondaires;224;304
Découverte d'une anomalie abdominale à l'examen d'imagerie médicale;Tumeurs du pancréas;224;308
Découverte d'une anomalie abdominale à l'examen d'imagerie médicale;Tumeurs du rein de l'adulte;224;311
Découverte d'une anomalie abdominale à l'examen d'imagerie médicale;Syndrome occlusif de l'enfant et de l'adulte;224;354
Découverte d'une anomalie abdominale à l'examen d'imagerie médicale;Appendicite de l'enfant et de l'adulte;224;356
Découverte d'une anomalie au toucher rectal;Compression médullaire non traumatique et syndrome de la queue de cheval;95;93
Découverte d'une anomalie au toucher rectal;Hypertrophie bénigne de la prostate;95;127
Découverte d'une anomalie au toucher rectal;Pathologie hémorroïdaire;95;288
Découverte d'une anomalie au toucher rectal;Tumeurs du col utérin, tumeur du corps utérin;95;300
Découverte d'une anomalie au toucher rectal;Tumeurs du colon et du rectum;95;301
Découverte d'une anomalie au toucher rectal;Tumeurs de la prostate;95;310
Découverte d'une anomalie au toucher rectal;Tumeurs vésicales;95;314
Découverte d'une anomalie cardio-thoracique à l'examen d'imagerie médicale;Infections broncho pulmonaires communautaires de l'adulte et de l'enfant;230;154
Découverte d'une anomalie cardio-thoracique à l'examen d'imagerie médicale;Tuberculose de l'adulte et de l'enfant;230;159
Découverte d'une anomalie cardio-thoracique à l'examen d'imagerie médicale;Hémoptysie;230;205
Découverte d'une anomalie cardio-thoracique à l'examen d'imagerie médicale;Épanchement pleural liquidien;230;206
Découverte d'une anomalie cardio-thoracique à l'examen d'imagerie médicale;Opacités et masses intra-thoraciques chez l'enfant et chez l'adulte;230;207
Découverte d'une anomalie cardio-thoracique à l'examen d'imagerie médicale;Bronchopneumopathie chronique obstructive chez l'adulte;230;209
Découverte d'une anomalie cardio-thoracique à l'examen d'imagerie médicale;Pneumopathie interstitielle diffuse;230;210
Découverte d'une anomalie cardio-thoracique à l'examen d'imagerie médicale;Sarcoïdose;230;211
Découverte d'une anomalie cardio-thoracique à l'examen d'imagerie médicale;Douleur thoracique aiguë;230;230
Découverte d'une anomalie cardio-thoracique à l'examen d'imagerie médicale;Péricardite aiguë;230;235
Découverte d'une anomalie cardio-thoracique à l'examen d'imagerie médicale;Goitre, nodules thyroïdiens et cancers thyroïdiens;230;241
Découverte d'une anomalie cardio-thoracique à l'examen d'imagerie médicale;Tumeurs du poumon, primitives et secondaires;230;309
Découverte d'une anomalie cardio-thoracique à l'examen d'imagerie médicale;Détresse et insuffisance respiratoire aigüe du nourrisson, de l'enfant et de l'adulte;230;359
Découverte d'une anomalie cardio-thoracique à l'examen d'imagerie médicale;Pneumothorax;230;360
Découverte d'une anomalie cervico-faciale à l'examen d'imagerie médicale;Le raisonnement et la décision en médecine. La médecine fondée sur les preuves (Evidence Based Medicine, EBM). La décision médicale partagée. La controverse;225;3
Découverte d'une anomalie cervico-faciale à l'examen d'imagerie médicale;Pathologie des glandes salivaires;225;90
Découverte d'une anomalie cervico-faciale à l'examen d'imagerie médicale;Infections naso-sinusiennes de l'adulte et de l'enfant;225;148
Découverte d'une anomalie cervico-faciale à l'examen d'imagerie médicale;Tumeurs de la cavité buccale, naso-sinusiennes et du cavum, et des voies aérodigestives supérieures;225;298
Découverte d'une anomalie cervico-faciale à l'examen d'imagerie médicale;Cadre réglementaire de la prescription thérapeutique et recommandations pour le bon usage;225;326
Découverte d'une anomalie cervico-faciale à l'examen d'imagerie médicale;Orientation diagnostique et conduite à tenir devant un traumatisme crânio-facial et oculaire;225;335
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Altération de la fonction auditive;226;89
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Déficit neurologique récent. (voir item 340);226;91
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Déficit moteur et/ou sensitif des membres;226;92
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Migraine, névralgie du trijumeau et algies de la face;226;99
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Céphalée inhabituelle aiguë et chronique chez l'adulte et l'enfant;226;100
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Vertige;226;103
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Sclérose en plaques;226;104
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Épilepsie de l'enfant et de l'adulte;226;105
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Confusion, démences. (voir item 132);226;108
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Troubles de la marche et de l'équilibre;226;109
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Troubles cognitifs du sujet âgé. (voir item 108);226;132
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Méningites, méningoencéphalites, abcès cérébral chez l'adulte et l'enfant;226;151
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Adénome hypophysaire;226;244
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Tumeurs intracrâniennes;226;299
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Coma non traumatique chez l'adulte et chez l'enfant;226;336
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Accidents vasculaires cérébraux;226;340
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Hémorragie méningée;226;341
Découverte d'une anomalie du cerveau à l'examen d'imagerie médicale;Malaise, perte de connaissance, crise comitiale chez l'adulte (voir item 105);226;342
